date,client,platform,campaign,impressions,clicks,cost,conversions,ctr,cpc,cpa,month,extracted_client,campaign_category,date_clean
2025-10-11,ClientK,Google Ads,ClientK-Display-Prospecting,39759.0,559,1077.54,13,1.41,1.93,82.89,10,ClientK,Display,2025-10-11
2025-05-11,ClientE,Google Ads,ClientE-Search-Nonbrand,47405.0,2238,4926.51,10,4.72,2.2,492.65,5,ClientE,Search,2025-05-11
2025-07-10,ClientF,Facebook Ads,ClientF-FB-Prospecting,33400.0,384,501.36,14,1.15,1.31,35.81,7,ClientF,Other,2025-07-10
2025-09-30,ClientL,Google Ads,ClientL-Display-Prospecting,46678.0,3385,16063.13,140,7.25,4.75,114.74,9,ClientL,Display,2025-09-30
2025-07-19,ClientL,Google Ads,ClientL-Shopping-Products,33127.0,2450,3498.03,9,7.4,1.43,388.67,7,ClientL,Other,2025-07-19
2025-05-18,ClientL,Facebook Ads,ClientL-IG-Stories,39908.0,1486,4353.39,54,3.72,2.93,80.62,5,ClientL,Other,2025-05-18
2025-04-28,ClientF,Google Ads,ClientF-Display-Prospecting,13342.0,859,3019.93,5,6.44,3.52,603.99,4,ClientF,Display,2025-04-28
2025-10-08,ClientK,Facebook Ads,ClientK-Messenger,18356.0,424,1049.55,1,2.31,2.48,1049.55,10,ClientK,Other,2025-10-08
2025-05-06,ClientG,Facebook Ads,ClientG-IG-Stories,45420.0,1416,2186.67,62,3.12,1.54,35.27,5,ClientG,Other,2025-05-06
2025-03-03,ClientH,Google Ads,ClientH-Search-Nonbrand,19647.0,908,3467.05,42,4.62,3.82,82.55,3,ClientH,Search,2025-03-03
2025-07-18,ClientK,Google Ads,ClientK-Shopping-Products,21646.0,1177,3686.81,43,5.44,3.13,85.74,7,ClientK,Other,2025-07-18
2025-05-26,ClientJ,Facebook Ads,ClientJ-IG-Stories,45450.0,1297,4650.8,57,2.85,3.59,81.59,5,ClientJ,Other,2025-05-26
2025-03-20,ClientK,Google Ads,ClientK-Search-Brand,30942.0,1440,2326.36,46,4.65,1.62,50.57,3,ClientK,Search,2025-03-20
2025-10-11,ClientL,Facebook Ads,ClientL-IG-Stories,10704.0,808,2039.88,28,7.55,2.52,72.85,10,ClientL,Other,2025-10-11
2025-01-18,ClientG,Facebook Ads,ClientG-IG-Stories,23044.0,1816,9000.35,10,7.88,4.96,900.04,1,ClientG,Other,2025-01-18
2025-08-22,ClientJ,Google Ads,ClientJ-YouTube-Awareness,7204.0,106,199.44,3,1.47,1.88,66.48,8,ClientJ,Other,2025-08-22
2025-09-18,ClientA,Facebook Ads,ClientA-IG-Stories,39824.0,3155,2555.99,18,7.92,0.81,142.0,9,ClientA,Other,2025-09-18
2025-03-20,ClientK,Google Ads,ClientK-Search-Nonbrand,37730.0,2810,11042.22,137,7.45,3.93,80.6,3,ClientK,Search,2025-03-20
2025-03-08,ClientK,Google Ads,ClientK-YouTube-Awareness,18164.0,1222,5862.02,40,6.73,4.8,146.55,3,ClientK,Other,2025-03-08
2025-03-20,ClientA,Google Ads,ClientA-Search-Brand,45304.0,991,4047.09,38,2.19,4.08,106.5,3,ClientA,Search,2025-03-20
2025-02-16,ClientF,Google Ads,ClientF-Shopping-Products,16071.0,798,2643.36,9,4.97,3.31,293.71,2,ClientF,Other,2025-02-16
2025-06-02,ClientF,Facebook Ads,ClientF-IG-Stories,19282.0,1123,5219.49,19,5.82,4.65,274.71,6,ClientF,Other,2025-06-02
2025-03-20,ClientH,Facebook Ads,ClientH-IG-Stories,48044.0,3785,17789.91,116,7.88,4.7,153.36,3,ClientH,Other,2025-03-20
2024-11-29,ClientE,Google Ads,ClientE-YouTube-Awareness,40606.0,1038,1783.09,29,4.09,1.07,38.43,11,ClientE,Other,2024-11-29
2025-04-06,ClientE,Google Ads,ClientE-YouTube-Awareness,37346.0,2482,4548.23,108,6.65,1.83,42.11,4,ClientE,Other,2025-04-06
2025-07-05,ClientI,Google Ads,ClientI-YouTube-Awareness,12777.0,632,352.21,19,4.95,0.56,18.54,7,ClientI,Other,2025-07-05
2025-01-20,ClientA,Google Ads,ClientA-Shopping-Products,48546.0,2596,5197.91,68,5.35,2.0,76.44,1,ClientA,Other,2025-01-20
2025-11-05,ClientD,Google Ads,ClientD-Display-Prospecting,16306.0,607,4641.23,27,5.96,4.78,107.44,11,ClientD,Display,2025-11-05
2025-07-09,ClientE,Google Ads,ClientE-Shopping-Products,4520.0,88,340.5,1,1.95,3.87,340.5,7,ClientE,Other,2025-07-09
2025-07-10,ClientA,Facebook Ads,ClientA-FB-Prospecting,20859.0,457,1808.73,16,2.19,3.96,113.05,7,ClientA,Other,2025-07-10
2025-04-02,ClientH,Google Ads,ClientH-Display-Prospecting,34398.0,2662,4285.75,8,7.74,1.61,535.72,4,ClientH,Display,2025-04-02
2025-04-06,ClientA,Facebook Ads,ClientA-FB-Remarketing,1714.0,48,198.21,2,2.8,4.13,99.1,4,ClientA,Other,2025-04-06
2025-01-19,ClientF,Facebook Ads,ClientF-FB-Video,22727.0,621,428.02,30,2.73,0.69,14.27,1,ClientF,Other,2025-01-19
2025-05-18,ClientG,Google Ads,ClientG-Search-Nonbrand,44124.0,2439,6449.66,20,5.53,2.64,322.48,5,ClientG,Search,2025-05-18
2025-07-03,ClientA,Google Ads,ClientA-YouTube-Awareness,33393.0,900,2910.7,17,2.7,3.23,171.22,7,ClientA,Other,2025-07-03
2025-05-06,ClientA,Google Ads,ClientA-Search-Nonbrand,20712.0,866,3012.45,39,4.18,3.48,77.24,5,ClientA,Search,2025-05-06
2025-06-13,ClientI,Facebook Ads,ClientI-FB-Remarketing,35076.0,1868,8006.96,85,5.33,4.29,94.2,6,ClientI,Other,2025-06-13
2025-08-01,ClientC,Google Ads,ClientC-Shopping-Products,12782.0,274,709.5,6,2.14,2.59,118.25,8,ClientC,Other,2025-08-01
2025-10-17,ClientH,Google Ads,ClientH-Search-Nonbrand,20492.0,1426,2600.85,19,6.96,1.82,136.89,10,ClientH,Search,2025-10-17
2025-06-18,ClientG,Google Ads,ClientG-Shopping-Products,6612.0,515,1863.65,3,7.79,3.62,621.22,6,ClientG,Other,2025-06-18
2025-05-30,ClientL,Facebook Ads,ClientL-FB-Video,47216.0,1780,2515.7,45,3.77,1.41,55.9,5,ClientL,Other,2025-05-30
2025-03-30,ClientC,Facebook Ads,ClientC-FB-Prospecting,40553.0,818,2573.99,14,2.02,3.15,183.86,3,ClientC,Other,2025-03-30
2025-08-09,ClientA,Google Ads,ClientA-Search-Nonbrand,23264.0,1064,4865.43,28,4.57,4.57,173.77,8,ClientA,Search,2025-08-09
2025-09-17,ClientB,Facebook Ads,ClientB-Messenger,21775.0,621,2046.46,13,2.85,3.3,157.42,9,ClientB,Other,2025-09-17
2025-09-03,ClientE,Facebook Ads,ClientE-Messenger,8448.0,112,287.3,2,1.33,2.57,143.65,9,ClientE,Other,2025-09-03
2025-10-18,ClientG,Google Ads,ClientG-Search-Brand,39708.0,2363,8329.4,113,5.95,3.52,73.71,10,ClientG,Search,2025-10-18
2025-03-05,ClientF,Facebook Ads,ClientF-FB-Video,19779.0,971,4236.67,8,4.91,4.36,529.58,3,ClientF,Other,2025-03-05
2025-06-13,ClientK,Google Ads,ClientK-Search-Brand,5030.0,210,920.22,9,4.17,4.38,102.25,6,ClientK,Search,2025-06-13
2025-07-25,ClientG,Google Ads,ClientG-Search-Brand,10850.0,686,3351.08,10,6.32,4.88,335.11,7,ClientG,Search,2025-07-25
2025-04-20,ClientC,Facebook Ads,ClientC-Messenger,34174.0,742,1636.68,37,2.17,2.21,44.23,4,ClientC,Other,2025-04-20
2025-03-04,ClientA,Facebook Ads,ClientA-IG-Stories,20304.0,1279,5335.19,55,6.3,4.17,97.0,3,ClientA,Other,2025-03-04
2025-06-16,ClientI,Facebook Ads,ClientI-FB-Video,41112.0,996,3404.01,28,2.42,3.42,121.57,6,ClientI,Other,2025-06-16
2025-03-31,ClientL,Google Ads,ClientL-Search-Nonbrand,34989.0,2159,6236.07,28,6.17,2.89,222.72,3,ClientL,Search,2025-03-31
2025-06-02,ClientI,Google Ads,ClientI-Display-Prospecting,38613.0,1209,5090.24,57,3.13,4.21,89.3,6,ClientI,Display,2025-06-02
2025-10-19,ClientI,Google Ads,ClientI-YouTube-Awareness,44877.0,2249,10002.76,48,5.01,4.45,208.39,10,ClientI,Other,2025-10-19
2025-11-11,ClientF,Google Ads,ClientF-Search-Nonbrand,65723.0,1229,3773.57,34,2.99,1.92,69.37,11,ClientF,Search,2025-11-11
2025-08-13,ClientC,Google Ads,ClientC-Search-Brand,8220.0,601,2253.91,15,7.31,3.75,150.26,8,ClientC,Search,2025-08-13
2025-04-24,ClientE,Facebook Ads,ClientE-Messenger,12534.0,841,526.35,12,6.71,0.63,43.86,4,ClientE,Other,2025-04-24
2025-08-06,ClientA,Facebook Ads,ClientA-FB-Prospecting,21001.0,999,1577.3,28,4.76,1.58,56.33,8,ClientA,Other,2025-08-06
2025-11-08,ClientL,Google Ads,ClientL-Shopping-Products,63274.0,2550,16790.21,94,6.45,4.12,111.64,11,ClientL,Other,2025-11-08
2025-04-23,ClientE,Google Ads,ClientE-Search-Nonbrand,6717.0,423,1034.6,4,6.3,2.45,258.65,4,ClientE,Search,2025-04-23
2025-04-24,ClientE,Facebook Ads,ClientE-FB-Prospecting,7370.0,440,1966.98,8,5.97,4.47,245.87,4,ClientE,Other,2025-04-24
2025-11-14,ClientH,Facebook Ads,ClientH-IG-Stories,39944.0,1409,7534.34,41,5.64,3.34,114.85,11,ClientH,Other,2025-11-14
2025-06-14,ClientK,Facebook Ads,ClientK-Messenger,34642.0,1212,1140.02,51,3.5,0.94,22.35,6,ClientK,Other,2025-06-14
2025-10-01,ClientC,Google Ads,ClientC-Search-Nonbrand,24278.0,1749,8363.87,20,7.2,4.78,418.19,10,ClientC,Search,2025-10-01
2025-04-04,ClientI,Google Ads,ClientI-Shopping-Products,27625.0,785,1598.12,37,2.84,2.04,43.19,4,ClientI,Other,2025-04-04
2025-01-05,ClientH,Facebook Ads,ClientH-IG-Stories,41304.0,2602,12163.07,38,6.3,4.67,320.08,1,ClientH,Other,2025-01-05
2025-10-31,ClientF,Facebook Ads,ClientF-IG-Stories,24840.0,1687,2676.28,31,6.79,1.59,86.33,10,ClientF,Other,2025-10-31
2025-11-22,ClientB,Google Ads,ClientB-Shopping-Products,2043.0,51,344.62,0,3.99,4.22,0.0,11,ClientB,Other,2025-11-22
2025-04-05,ClientK,Google Ads,ClientK-Search-Brand,20644.0,265,714.57,2,1.28,2.7,357.28,4,ClientK,Search,2025-04-05
2025-08-21,ClientL,Google Ads,ClientL-Display-Prospecting,31499.0,1137,4147.42,25,3.61,3.65,165.9,8,ClientL,Display,2025-08-21
2025-04-27,ClientB,Google Ads,ClientB-Search-Brand,21692.0,392,1764.08,4,1.81,4.5,441.02,4,ClientB,Search,2025-04-27
2025-09-21,ClientI,Facebook Ads,ClientI-FB-Prospecting,46332.0,1028,4605.98,25,2.22,4.48,184.24,9,ClientI,Other,2025-09-21
2025-03-06,ClientB,Facebook Ads,ClientB-FB-Remarketing,33926.0,2451,9576.24,30,7.22,3.91,319.21,3,ClientB,Other,2025-03-06
2025-08-17,ClientL,Google Ads,ClientL-Search-Nonbrand,25361.0,1894,4774.24,77,7.47,2.52,62.0,8,ClientL,Search,2025-08-17
2025-08-06,ClientJ,Google Ads,ClientJ-Search-Brand,8218.0,329,238.08,15,4.0,0.72,15.87,8,ClientJ,Search,2025-08-06
2025-04-20,ClientJ,Facebook Ads,ClientJ-Messenger,5848.0,312,1198.4,1,5.34,3.84,1198.4,4,ClientJ,Other,2025-04-20
2025-11-08,ClientE,Google Ads,ClientE-Shopping-Products,54698.0,1644,9694.37,47,4.81,3.69,128.91,11,ClientE,Other,2025-11-08
2025-03-19,ClientD,Google Ads,ClientD-Display-Prospecting,19418.0,922,2319.97,43,4.75,2.52,53.95,3,ClientD,Display,2025-03-19
2025-01-26,ClientG,Google Ads,ClientG-YouTube-Awareness,49341.0,1607,4480.79,22,3.26,2.79,203.67,1,ClientG,Other,2025-01-26
2024-11-29,ClientC,Google Ads,ClientC-YouTube-Awareness,31232.0,478,794.48,1,2.45,1.04,496.55,11,ClientC,Other,2024-11-29
2025-09-27,ClientD,Google Ads,ClientD-Shopping-Products,38442.0,556,2033.77,23,1.45,3.66,88.42,9,ClientD,Other,2025-09-27
2025-08-08,ClientE,Google Ads,ClientE-Search-Nonbrand,37629.0,2978,10622.68,68,7.91,3.57,156.22,8,ClientE,Search,2025-08-08
2025-04-16,ClientB,Facebook Ads,ClientB-IG-Stories,4009.0,89,48.0,2,2.22,0.54,24.0,4,ClientB,Other,2025-04-16
2025-01-03,ClientL,Google Ads,ClientL-YouTube-Awareness,3252.0,45,174.75,0,1.38,3.88,0.0,1,ClientL,Other,2025-01-03
2025-05-06,ClientB,Google Ads,ClientB-Display-Prospecting,32484.0,1329,6582.39,9,4.09,4.95,731.38,5,ClientB,Display,2025-05-06
2024-12-06,ClientA,Facebook Ads,ClientA-Messenger,57776.0,763,3536.03,6,2.11,2.9,368.34,12,ClientA,Other,2024-12-06
2025-07-18,ClientG,Google Ads,ClientG-Search-Nonbrand,21597.0,1247,4022.49,8,5.77,3.23,502.81,7,ClientG,Search,2025-07-18
2025-03-06,ClientG,Facebook Ads,ClientG-FB-Video,37584.0,2825,9124.72,100,7.52,3.23,91.25,3,ClientG,Other,2025-03-06
2025-04-23,ClientC,Google Ads,ClientC-Display-Prospecting,38046.0,2947,8593.85,81,7.75,2.92,106.1,4,ClientC,Display,2025-04-23
2025-09-27,ClientG,Google Ads,ClientG-Display-Prospecting,14067.0,847,3608.2,1,6.02,4.26,3608.2,9,ClientG,Display,2025-09-27
2025-06-23,ClientK,Google Ads,ClientK-YouTube-Awareness,32910.0,1462,5244.52,14,4.44,3.59,374.61,6,ClientK,Other,2025-06-23
2025-04-07,ClientC,Google Ads,ClientC-Shopping-Products,23771.0,1190,5333.62,19,5.01,4.48,280.72,4,ClientC,Other,2025-04-07
2025-04-28,ClientH,Facebook Ads,ClientH-FB-Remarketing,18833.0,281,815.06,2,1.49,2.9,407.53,4,ClientH,Other,2025-04-28
2025-01-20,ClientJ,Google Ads,ClientJ-Display-Prospecting,22802.0,1290,1477.17,61,5.66,1.15,24.22,1,ClientJ,Display,2025-01-20
2025-03-27,ClientG,Google Ads,ClientG-Search-Nonbrand,26119.0,1206,963.52,15,4.62,0.8,64.23,3,ClientG,Search,2025-03-27
2025-05-07,ClientB,Google Ads,ClientB-Search-Brand,23693.0,846,2999.17,42,3.57,3.55,71.41,5,ClientB,Search,2025-05-07
2025-03-23,ClientL,Facebook Ads,ClientL-FB-Video,13127.0,1006,510.16,5,7.66,0.51,102.03,3,ClientL,Other,2025-03-23
2025-02-10,ClientB,Facebook Ads,ClientB-FB-Prospecting,5117.0,166,680.45,3,3.24,4.1,226.82,2,ClientB,Other,2025-02-10
2025-03-20,ClientJ,Google Ads,ClientJ-Search-Nonbrand,38456.0,1559,1515.41,60,4.05,0.97,25.26,3,ClientJ,Search,2025-03-20
2025-03-11,ClientA,Google Ads,ClientA-Search-Brand,1658.0,56,226.47,1,3.38,4.04,226.47,3,ClientA,Search,2025-03-11
2025-11-02,ClientA,Google Ads,ClientA-Search-Brand,12859.0,259,1124.21,3,3.22,2.71,234.21,11,ClientA,Search,2025-11-02
2025-08-08,ClientB,Google Ads,ClientB-Search-Brand,24249.0,1005,3701.09,43,4.14,3.68,86.07,8,ClientB,Search,2025-08-08
2025-07-12,ClientI,Google Ads,ClientI-Display-Prospecting,33728.0,822,701.24,10,2.44,0.85,70.12,7,ClientI,Display,2025-07-12
2025-03-19,ClientG,Google Ads,ClientG-Display-Prospecting,47097.0,1051,941.43,50,2.23,0.9,18.83,3,ClientG,Display,2025-03-19
2025-03-06,ClientA,Google Ads,ClientA-Display-Prospecting,40426.0,3182,10098.2,99,7.87,3.17,102.0,3,ClientA,Display,2025-03-06
2025-04-29,ClientF,Facebook Ads,ClientF-FB-Prospecting,24586.0,308,301.18,6,1.25,0.98,50.2,4,ClientF,Other,2025-04-29
2025-11-11,ClientJ,Google Ads,ClientJ-Shopping-Products,1629.0,26,201.14,1,2.55,4.84,125.71,11,ClientJ,Other,2025-11-11
2025-10-31,ClientD,Google Ads,ClientD-Shopping-Products,27138.0,636,1850.3,1,2.34,2.91,1850.3,10,ClientD,Other,2025-10-31
2025-06-09,ClientA,Google Ads,ClientA-Search-Nonbrand,36132.0,602,1715.29,23,1.67,2.85,74.58,6,ClientA,Search,2025-06-09
2025-10-03,ClientH,Google Ads,ClientH-Search-Nonbrand,42975.0,2731,10766.32,64,6.35,3.94,168.22,10,ClientH,Search,2025-10-03
2025-05-09,ClientL,Google Ads,ClientL-Search-Nonbrand,35397.0,2217,3794.9,80,6.26,1.71,47.44,5,ClientL,Search,2025-05-09
2025-06-23,ClientF,Facebook Ads,ClientF-FB-Video,42084.0,2995,5403.48,21,7.12,1.8,257.31,6,ClientF,Other,2025-06-23
2025-05-15,ClientK,Google Ads,ClientK-Shopping-Products,16043.0,379,1232.7,3,2.36,3.25,410.9,5,ClientK,Other,2025-05-15
2025-05-07,ClientI,Google Ads,ClientI-YouTube-Awareness,41948.0,1560,2498.68,21,3.72,1.6,118.98,5,ClientI,Other,2025-05-07
2025-02-03,ClientK,Facebook Ads,ClientK-FB-Video,42576.0,1025,2125.4,23,2.41,2.07,92.41,2,ClientK,Other,2025-02-03
2025-09-12,ClientA,Facebook Ads,ClientA-FB-Remarketing,12538.0,528,2185.2,2,4.21,4.14,1092.6,9,ClientA,Other,2025-09-12
2025-08-31,ClientJ,Google Ads,ClientJ-Search-Brand,34500.0,2747,8943.36,4,7.96,3.26,2235.84,8,ClientJ,Search,2025-08-31
2025-09-27,ClientG,Google Ads,ClientG-Search-Brand,14143.0,970,3157.1,43,6.86,3.25,73.42,9,ClientG,Search,2025-09-27
2025-04-11,ClientD,Facebook Ads,ClientD-Messenger,46560.0,2151,3809.65,107,4.62,1.77,35.6,4,ClientD,Other,2025-04-11
2025-06-10,ClientH,Google Ads,ClientH-Search-Brand,10734.0,783,2669.57,33,7.29,3.41,80.9,6,ClientH,Search,2025-06-10
2025-04-04,ClientH,Facebook Ads,ClientH-FB-Video,11690.0,257,235.39,10,2.2,0.92,23.54,4,ClientH,Other,2025-04-04
2024-12-30,ClientG,Facebook Ads,ClientG-Messenger,25413.0,444,3330.7,20,2.8,4.69,104.08,12,ClientG,Other,2024-12-30
2025-05-22,ClientG,Google Ads,ClientG-Search-Brand,1979.0,117,80.51,2,5.91,0.69,40.26,5,ClientG,Search,2025-05-22
2024-12-19,ClientK,Google Ads,ClientK-Search-Nonbrand,78464.0,2343,14384.14,48,4.78,3.84,187.29,12,ClientK,Search,2024-12-19
2025-07-23,ClientI,Google Ads,ClientI-Search-Brand,34508.0,1245,4161.87,61,3.61,3.34,68.23,7,ClientI,Search,2025-07-23
2025-05-04,ClientF,Facebook Ads,ClientF-FB-Remarketing,49024.0,2528,9274.19,94,5.16,3.67,98.66,5,ClientF,Other,2025-05-04
2025-01-04,ClientK,Google Ads,ClientK-Display-Prospecting,25566.0,1606,4066.49,18,6.28,2.53,225.92,1,ClientK,Display,2025-01-04
2025-07-15,ClientF,Facebook Ads,ClientF-FB-Video,4627.0,334,549.02,13,7.22,1.64,42.23,7,ClientF,Other,2025-07-15
2025-11-27,ClientH,Facebook Ads,ClientH-FB-Prospecting,32485.0,400,718.83,14,1.97,1.12,32.09,11,ClientH,Other,2025-11-27
2025-01-17,ClientB,Facebook Ads,ClientB-Messenger,13349.0,984,3497.26,5,7.37,3.55,699.45,1,ClientB,Other,2025-01-17
2025-08-18,ClientG,Google Ads,ClientG-Search-Brand,38251.0,1989,4085.87,96,5.2,2.05,42.56,8,ClientG,Search,2025-08-18
2025-09-06,ClientB,Google Ads,ClientB-Shopping-Products,27892.0,862,3809.57,10,3.09,4.42,380.96,9,ClientB,Other,2025-09-06
2024-12-24,ClientD,Facebook Ads,ClientD-IG-Stories,21754.0,379,1328.51,18,2.79,2.19,46.13,12,ClientD,Other,2024-12-24
2025-07-11,ClientH,Google Ads,ClientH-Search-Nonbrand,45946.0,1038,4848.91,41,2.26,4.67,118.27,7,ClientH,Search,2025-07-11
2025-08-31,ClientI,Facebook Ads,ClientI-FB-Prospecting,22490.0,615,2465.14,22,2.73,4.01,112.05,8,ClientI,Other,2025-08-31
2025-09-09,ClientA,Google Ads,ClientA-Search-Nonbrand,6694.0,195,281.22,0,2.91,1.44,0.0,9,ClientA,Search,2025-09-09
2025-03-04,ClientH,Facebook Ads,ClientH-FB-Remarketing,21336.0,608,2231.77,25,2.85,3.67,89.27,3,ClientH,Other,2025-03-04
2025-09-07,ClientL,Facebook Ads,ClientL-Messenger,48573.0,1902,2932.02,2,3.92,1.54,1466.01,9,ClientL,Other,2025-09-07
2025-10-10,ClientG,Facebook Ads,ClientG-Messenger,18406.0,552,1624.38,18,3.0,2.94,90.24,10,ClientG,Other,2025-10-10
2025-09-27,ClientH,Google Ads,ClientH-YouTube-Awareness,31789.0,2338,6963.19,33,7.35,2.98,211.01,9,ClientH,Other,2025-09-27
2025-04-23,ClientE,Facebook Ads,ClientE-FB-Video,46998.0,3474,8285.95,15,7.39,2.39,552.4,4,ClientE,Other,2025-04-23
2024-12-01,ClientE,Google Ads,ClientE-Search-Nonbrand,34400.0,1283,3666.78,12,5.97,1.79,190.98,12,ClientE,Search,2024-12-01
2025-01-01,ClientE,Google Ads,ClientE-Shopping-Products,1489.0,116,356.2,0,7.79,3.07,0.0,1,ClientE,Other,2025-01-01
2025-06-07,ClientA,Google Ads,ClientA-Search-Brand,33281.0,1365,1315.99,27,4.1,0.96,48.74,6,ClientA,Search,2025-06-07
2025-01-15,ClientD,Google Ads,ClientD-Search-Nonbrand,21067.0,1440,2992.77,21,6.84,2.08,142.51,1,ClientD,Search,2025-01-15
2024-12-14,ClientJ,Google Ads,ClientJ-Display-Prospecting,60298.0,625,4238.54,15,1.66,4.24,176.61,12,ClientJ,Display,2024-12-14
2025-05-18,ClientK,Facebook Ads,ClientK-FB-Prospecting,20507.0,1617,3536.06,80,7.89,2.19,44.2,5,ClientK,Other,2025-05-18
2025-07-05,ClientG,Google Ads,ClientG-YouTube-Awareness,43511.0,2957,5517.86,90,6.8,1.87,61.31,7,ClientG,Other,2025-07-05
2025-05-04,ClientA,Facebook Ads,ClientA-Messenger,17420.0,649,1128.25,19,3.73,1.74,59.38,5,ClientA,Other,2025-05-04
2025-01-12,ClientI,Google Ads,ClientI-Display-Prospecting,25524.0,1874,8769.9,70,7.34,4.68,125.28,1,ClientI,Display,2025-01-12
2024-12-03,ClientB,Google Ads,ClientB-Display-Prospecting,72541.0,2125,5199.92,82,4.69,1.53,39.63,12,ClientB,Display,2024-12-03
2025-03-06,ClientD,Google Ads,ClientD-Display-Prospecting,4735.0,182,660.24,7,3.84,3.63,94.32,3,ClientD,Display,2025-03-06
2025-07-18,ClientC,Google Ads,ClientC-Search-Brand,19152.0,198,967.48,0,1.03,4.89,0.0,7,ClientC,Search,2025-07-18
2025-01-03,ClientH,Google Ads,ClientH-YouTube-Awareness,43397.0,894,4219.81,41,2.06,4.72,102.92,1,ClientH,Other,2025-01-03
2025-09-03,ClientA,Facebook Ads,ClientA-FB-Video,11852.0,827,3511.03,1,6.98,4.25,3511.03,9,ClientA,Other,2025-09-03
2025-11-11,ClientJ,Facebook Ads,ClientJ-FB-Prospecting,15654.0,261,284.96,0,2.67,0.68,0.0,11,ClientJ,Other,2025-11-11
2025-09-25,ClientC,Google Ads,ClientC-YouTube-Awareness,20257.0,371,892.17,0,1.83,2.4,0.0,9,ClientC,Other,2025-09-25
2025-05-27,ClientI,Google Ads,ClientI-Search-Nonbrand,18744.0,1092,2454.97,13,5.83,2.25,188.84,5,ClientI,Search,2025-05-27
2025-03-02,ClientA,Google Ads,ClientA-Search-Nonbrand,14312.0,873,1750.89,32,6.1,2.01,54.72,3,ClientA,Search,2025-03-02
2025-03-06,ClientE,Facebook Ads,ClientE-IG-Stories,12727.0,986,2603.24,33,7.75,2.64,78.89,3,ClientE,Other,2025-03-06
2025-06-03,ClientI,Facebook Ads,ClientI-IG-Stories,29222.0,1334,2226.68,15,4.57,1.67,148.45,6,ClientI,Other,2025-06-03
2025-03-23,ClientL,Facebook Ads,ClientL-Messenger,14836.0,1064,3747.13,18,7.17,3.52,208.17,3,ClientL,Other,2025-03-23
2025-06-06,ClientI,Google Ads,ClientI-Display-Prospecting,48380.0,3201,7269.84,31,6.62,2.27,234.51,6,ClientI,Display,2025-06-06
2025-08-07,ClientJ,Facebook Ads,ClientJ-Messenger,5115.0,62,99.42,2,1.21,1.6,49.71,8,ClientJ,Other,2025-08-07
2025-05-07,ClientF,Google Ads,ClientF-Search-Nonbrand,47382.0,1719,7328.66,66,3.63,4.26,111.04,5,ClientF,Search,2025-05-07
2025-08-10,ClientC,Facebook Ads,ClientC-FB-Video,17083.0,1231,3599.57,48,7.21,2.92,74.99,8,ClientC,Other,2025-08-10
2025-10-16,ClientA,Google Ads,ClientA-Shopping-Products,7122.0,535,1709.28,12,7.51,3.19,142.44,10,ClientA,Other,2025-10-16
2025-04-04,ClientJ,Facebook Ads,ClientJ-IG-Stories,28463.0,1250,689.74,59,4.39,0.55,11.69,4,ClientJ,Other,2025-04-04
2024-12-15,ClientF,Facebook Ads,ClientF-FB-Video,31962.0,1410,10362.11,0,7.06,4.59,0.0,12,ClientF,Other,2024-12-15
2025-09-04,ClientE,Facebook Ads,ClientE-FB-Prospecting,12111.0,569,2683.92,6,4.7,4.72,447.32,9,ClientE,Other,2025-09-04
2025-07-08,ClientC,Google Ads,ClientC-YouTube-Awareness,13869.0,847,948.43,33,6.11,1.12,28.74,7,ClientC,Other,2025-07-08
2025-01-20,ClientE,Facebook Ads,ClientE-Messenger,23494.0,664,3050.36,9,2.83,4.59,338.93,1,ClientE,Other,2025-01-20
2025-01-24,ClientD,Facebook Ads,ClientD-Messenger,22252.0,368,1729.68,16,1.65,4.7,108.1,1,ClientD,Other,2025-01-24
2025-10-16,ClientB,Google Ads,ClientB-Search-Brand,24159.0,468,857.85,6,1.94,1.83,142.98,10,ClientB,Search,2025-10-16
2025-11-22,ClientF,Facebook Ads,ClientF-FB-Remarketing,53528.0,694,1755.9,24,2.07,1.58,45.73,11,ClientF,Other,2025-11-22
2025-05-20,ClientJ,Google Ads,ClientJ-Display-Prospecting,18840.0,752,1780.69,36,3.99,2.37,49.46,5,ClientJ,Display,2025-05-20
2025-09-03,ClientE,Google Ads,ClientE-Shopping-Products,21533.0,1178,1504.26,1,5.47,1.28,1504.26,9,ClientE,Other,2025-09-03
2025-03-21,ClientL,Google Ads,ClientL-Search-Nonbrand,37660.0,1722,2836.16,84,4.57,1.65,33.76,3,ClientL,Search,2025-03-21
2025-09-11,ClientI,Google Ads,ClientI-Shopping-Products,37736.0,2747,3584.16,38,7.28,1.3,94.32,9,ClientI,Other,2025-09-11
2025-11-04,ClientE,Facebook Ads,ClientE-FB-Prospecting,11901.0,497,3558.74,17,6.68,4.48,130.84,11,ClientE,Other,2025-11-04
2025-04-27,ClientA,Google Ads,ClientA-Display-Prospecting,34140.0,738,565.11,15,2.16,0.77,37.67,4,ClientA,Display,2025-04-27
2025-04-03,ClientA,Google Ads,ClientA-Shopping-Products,11250.0,333,1651.63,2,2.96,4.96,825.82,4,ClientA,Other,2025-04-03
2025-05-01,ClientG,Facebook Ads,ClientG-IG-Stories,35286.0,1036,1372.94,16,2.94,1.33,85.81,5,ClientG,Other,2025-05-01
